0 47.201689 504.900000
1 47.202859 504.920000
2 47.217723 504.930000
3 47.218813 504.980000
4 47.219963 505.010000
5 47.221146 505.070000
6 47.228043 505.100000
7 47.229211 505.140000
8 47.231458 505.150000
9 47.234949 505.260000
10 47.247582 505.300000
11 47.248747 505.350000
12 47.249913 505.390000
13 47.263715 505.450000
14 47.264921 505.500000
15 47.273409 505.510000
16 47.274592 505.540000
17 47.275656 505.570000
18 47.276883 505.600000
19 47.286607 505.610000
20 47.287671 505.690000
21 47.291119 505.700000
22 47.292302 505.730000
23 47.293489 505.770000
24 47.294710 505.780000
25 47.298192 505.810000
26 47.304263 505.830000
27 47.305442 505.880000
28 47.310205 505.940000
29 47.311295 505.950000
30 47.312533 505.970000
31 47.318512 506.010000
32 47.319576 506.040000
33 47.320763 506.080000
34 47.321944 506.110000
35 47.338898 506.150000
36 47.341326 506.160000
37 47.391025 506.270000
38 47.407075 506.290000
39 47.408284 506.350000
40 47.409502 506.370000
41 47.419113 506.400000
42 47.422857 506.410000
43 47.424084 506.460000
44 47.428844 506.540000
45 47.435077 506.580000
46 47.438756 506.610000
47 47.439951 506.660000
48 47.441159 506.700000
49 47.442339 506.720000
50 47.443416 506.740000
51 47.444593 506.810000
52 47.447020 506.830000
53 47.448198 506.870000
54 47.450636 506.910000
55 47.455363 506.920000
56 47.457839 506.930000
57 47.464970 506.950000
58 47.466170 506.990000
59 47.467357 507.040000
60 47.468569 507.080000
61 47.469786 507.110000
62 47.473395 507.160000
63 47.474583 507.230000
64 47.475649 507.240000
65 47.484125 507.290000
66 47.485345 507.320000
67 47.492482 507.350000
68 47.493667 507.380000
69 47.504425 507.520000
70 47.506824 507.550000
71 47.508065 507.600000
72 47.509286 507.620000
73 47.510499 507.650000
74 47.513948 507.690000
75 47.515143 507.740000
76 47.516361 507.760000
77 47.518769 507.800000
78 47.525901 507.830000
79 47.527119 507.890000
80 47.533173 507.930000
81 47.534362 507.970000
82 47.539076 508.000000
83 47.540263 508.040000
84 47.541495 508.100000
85 47.543802 508.110000
86 47.545023 508.140000
87 47.546241 508.150000
88 47.551000 508.160000
89 47.553380 508.170000
90 47.554574 508.230000
91 47.556824 508.290000
92 47.565000 508.360000
93 47.567375 508.410000
94 47.573422 508.420000
95 47.574606 508.440000
96 47.575712 508.480000
