1.004148 107.732538
2.005583 88.872422
3.008648 94.709704
4.048777 72.106428
5.109233 75.439276
6.111653 100.756127
7.117983 46.704383
8.129599 90.943621
9.132259 81.782417
10.138759 97.367136
11.144452 91.479191
12.156252 97.845465
13.166682 97.978079
14.167247 104.940728
15.169479 88.801788
16.170272 79.936612
17.186900 106.233521
18.188834 67.868738
19.197460 105.093490
20.202713 88.534919
21.223462 101.885911
22.230084 83.447444
23.232682 93.756416
24.248451 104.354483
25.251509 103.682917
26.254391 87.747071
27.298198 100.593329
28.300688 71.821179
29.302500 106.806443
30.309383 100.309555
31.320571 104.827166

end
