0 1681803091.641138 12.930000
1 1681803091.646039 12.940000
2 1681803091.650927 12.950000
3 1681803091.655810 12.960000
4 1681803091.660683 12.970000
5 1681803091.665582 12.980000
6 1681803091.670537 12.990000
7 1681803091.675515 13.000000
8 1681803091.680534 13.010000
9 1681803091.685502 13.020000
10 1681803091.690484 13.030000
11 1681803091.695488 13.040000
12 1681803091.700472 13.050000
13 1681803091.705500 13.060000
14 1681803091.710482 13.070000
15 1681803091.715465 13.080000
16 1681803091.720479 13.090000
17 1681803091.725513 13.100000
18 1681803091.730498 13.110000
19 1681803091.735482 13.120000
20 1681803091.740461 13.130000
21 1681803091.745447 13.140000
22 1681803091.750432 13.150000
23 1681803091.755411 13.160000
24 1681803091.760360 13.170000
25 1681803091.765257 13.180000
26 1681803091.770165 13.190000
27 1681803091.775120 13.200000
28 1681803091.780081 13.210000
29 1681803091.785008 13.220000
30 1681803091.789992 13.230000
31 1681803091.794974 13.240000
32 1681803091.799953 13.250000
33 1681803091.804863 13.260000
34 1681803091.809844 13.270000
35 1681803091.814814 13.280000
36 1681803091.819779 13.290000
37 1681803091.824677 13.300000
38 1681803091.829676 13.310000
39 1681803091.834654 13.320000
40 1681803091.839657 13.330000
41 1681803091.844613 13.340000
42 1681803091.849591 13.350000
43 1681803091.854567 13.360000
44 1681803091.859542 13.370000
45 1681803091.864564 13.380000
46 1681803091.869552 13.390000
47 1681803091.874533 13.400000
48 1681803091.879538 13.410000
49 1681803091.884540 13.420000
50 1681803091.889524 13.430000
51 1681803091.894506 13.440000
52 1681803091.899512 13.450000
53 1681803091.904528 13.460000
54 1681803091.909515 13.470000
55 1681803091.914499 13.480000
56 1681803091.919481 13.490000
57 1681803091.924463 13.500000
58 1681803091.929474 13.510000
59 1681803091.934458 13.520000
60 1681803091.939469 13.530000
61 1681803091.944449 13.540000
62 1681803091.949431 13.550000
63 1681803091.954414 13.560000
64 1681803091.959396 13.570000
65 1681803091.964379 13.580000
66 1681803091.969339 13.590000
67 1681803091.974323 13.600000
68 1681803091.979329 13.610000
69 1681803091.984315 13.620000
70 1681803091.989274 13.630000
71 1681803091.994259 13.640000
72 1681803091.999242 13.650000
73 1681803092.004266 13.660000
74 1681803092.009227 13.670000
75 1681803092.014211 13.680000
76 1681803092.019194 13.690000
77 1681803092.024175 13.700000
78 1681803092.029109 13.710000
79 1681803092.034101 13.720000
80 1681803092.039112 13.730000
81 1681803092.044098 13.740000
82 1681803092.049033 13.750000
83 1681803092.054020 13.760000
84 1681803092.059005 13.770000
85 1681803092.063992 13.780000
86 1681803092.068930 13.790000
87 1681803092.073917 13.800000
88 1681803092.078901 13.810000
89 1681803092.083886 13.820000
90 1681803092.088832 13.830000
91 1681803092.093844 13.840000
92 1681803092.098833 13.850000
93 1681803092.103844 13.860000
94 1681803092.108784 13.870000
95 1681803092.113770 13.880000
96 1681803092.118759 13.890000
97 1681803092.123747 13.900000
98 1681803092.128654 13.910000
99 1681803092.133641 13.920000
100 1681803092.138628 13.930000
101 1681803092.143646 13.940000
102 1681803092.148645 13.950000
103 1681803092.153635 13.960000
104 1681803092.158620 13.970000
105 1681803092.163606 13.980000
106 1681803092.168610 13.990000
107 1681803092.173599 14.000000
108 1681803092.178587 14.010000
109 1681803092.183595 14.020000
110 1681803092.188600 14.030000
111 1681803092.193590 14.040000
112 1681803092.198576 14.050000
113 1681803092.203562 14.060000
114 1681803092.208566 14.070000
115 1681803092.213552 14.080000
116 1681803092.218539 14.090000
117 1681803092.223551 14.100000
118 1681803092.228614 14.110000
119 1681803092.233556 14.120000
120 1681803092.238478 14.130000
121 1681803092.243390 14.140000
122 1681803092.248343 14.150000
123 1681803092.253305 14.160000
124 1681803092.258263 14.170000
125 1681803092.263222 14.180000
126 1681803092.268184 14.190000
127 1681803092.273103 14.200000
128 1681803092.278062 14.210000
129 1681803092.283022 14.220000
130 1681803092.288007 14.230000
131 1681803092.292924 14.240000
132 1681803092.297883 14.250000
133 1681803092.302843 14.260000
134 1681803092.307803 14.270000
135 1681803092.312690 14.280000
136 1681803092.317650 14.290000
137 1681803092.322612 14.300000
138 1681803092.327572 14.310000
139 1681803092.332542 14.320000
140 1681803092.337501 14.330000
141 1681803092.342461 14.340000
142 1681803092.347440 14.350000
143 1681803092.352398 14.360000
144 1681803092.357361 14.370000
145 1681803092.362320 14.380000
146 1681803092.367279 14.390000
147 1681803092.372240 14.400000
148 1681803092.377176 14.410000
149 1681803092.382138 14.420000
150 1681803092.387097 14.430000
151 1681803092.392057 14.440000
152 1681803092.396974 14.450000
153 1681803092.401936 14.460000
154 1681803092.406898 14.470000
155 1681803092.411860 14.480000
156 1681803092.416778 14.490000
157 1681803092.421737 14.500000
158 1681803092.426721 14.510000
159 1681803092.431682 14.520000
160 1681803092.436588 14.530000
161 1681803092.441568 14.540000
162 1681803092.446527 14.550000
163 1681803092.451506 14.560000
164 1681803092.456466 14.570000
165 1681803092.461445 14.580000
166 1681803092.466403 14.590000
167 1681803092.471360 14.600000
168 1681803092.476336 14.610000
169 1681803092.481319 14.620000
170 1681803092.486304 14.630000
171 1681803092.491284 14.640000
172 1681803092.496266 14.650000
173 1681803092.501222 14.660000
174 1681803092.506204 14.670000
175 1681803092.511213 14.680000
176 1681803092.516199 14.690000
177 1681803092.521129 14.700000
178 1681803092.526112 14.710000
179 1681803092.531097 14.720000
180 1681803092.536081 14.730000
181 1681803092.541010 14.740000
182 1681803092.545993 14.750000
183 1681803092.550976 14.760000
184 1681803092.555961 14.770000
185 1681803092.560893 14.780000
186 1681803092.565875 14.790000
187 1681803092.570913 14.800000
188 1681803092.575895 14.810000
189 1681803092.580823 14.820000
190 1681803092.585804 14.830000
191 1681803092.590787 14.840000
192 1681803092.595771 14.850000
193 1681803092.600673 14.860000
194 1681803092.605639 14.870000
195 1681803092.610624 14.880000
196 1681803092.615607 14.890000
197 1681803092.620647 14.900000
198 1681803092.625633 14.910000
199 1681803092.630639 14.920000
200 1681803092.635621 14.930000
201 1681803092.640660 14.940000
202 1681803092.645648 14.950000
203 1681803092.650631 14.960000
204 1681803092.655616 14.970000
205 1681803092.660620 14.980000
206 1681803092.665603 14.990000
207 1681803092.670586 15.000000
208 1681803092.675568 15.010000
209 1681803092.680565 15.020000
210 1681803092.685497 15.030000
211 1681803092.690485 15.040000
212 1681803092.695467 15.050000
213 1681803092.700451 15.060000
214 1681803092.705405 15.070000
215 1681803092.710422 15.080000
216 1681803092.715432 15.090000
217 1681803092.720417 15.100000
218 1681803092.725369 15.110000
219 1681803092.730351 15.120000
220 1681803092.735334 15.130000
221 1681803092.740316 15.140000
222 1681803092.745264 15.150000
223 1681803092.750243 15.160000
224 1681803092.755218 15.170000
225 1681803092.760131 15.180000
226 1681803092.765019 15.190000
227 1681803092.769924 15.200000
228 1681803092.774835 15.210000
229 1681803092.779797 15.220000
230 1681803092.784697 15.230000
231 1681803092.789680 15.240000
232 1681803092.794665 15.250000
233 1681803092.799673 15.260000
234 1681803092.804636 15.270000
235 1681803092.809632 15.280000
236 1681803092.814613 15.290000
237 1681803092.819617 15.300000
238 1681803092.824623 15.310000
239 1681803092.829607 15.320000
240 1681803092.834510 15.330000
241 1681803092.839427 15.340000
242 1681803092.844383 15.350000
243 1681803092.849338 15.360000
244 1681803092.854357 15.370000
245 1681803092.859341 15.380000
